Unit ID,Sector,MSI Status,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Net Price,Cost of Attendance: In State,Cost of Attendance: Out of State,Cost of Attendance: In District,Affordability Gap (net price minus income earned working 10 hrs at min wage),Weekly Hours to Close Gap,State Minimum Wage,Income Earned from Working 10 Hours a Week at State's Minimum Wage,Monthly Center-Based Child Care Cost,Annual Center-Based Child Care Cost,Adjusted Monthly Center-Based Child Care Cost,Monthly Home-Based Child Care Cost,Adjusted Monthly Home-Based Child Care Cost,Annual Home-Based Child Care Cost,Latitude,Longitude,Region #,Institution Name,City,State Abbreviation,Sector Name,MSI Type,"Cost of Attendance: In State, On Campus",County Name,Zip Code,Region,Highest Degree Offered Name,Highest Level Offered Name,Institution Size Category Name,UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,City of Institution,Institution Type,Sector of Institution,"Average Net Price After Grants, 2020-21","Average Net Price After Grants, 2019-20","Average Net Price After Grants, 2018-19","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","Percent Full-time, First-time, Pell Grant Recipients Still Enrolled at Same Institution - 8 Years",Bachelor's Degree Graduation Rate Bachelor Degree Within 6 Years - Total,Bachelor's Degree Graduation Rate Within 4 Years - Total,Bachelor's Degree Graduation Rate Within 5 Years - Total,"First-Time, Full-Time Retention Rate","Percent of Full-time, First-time Degree-Seeking Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid",Number of Undergraduates Enrolled,Institution Size Category,Instructional Expenses Per FTE,Instructional Expenses FASB per FTE,Endowment Assets FASB per Student,Hispanic-serving Institution (HSI),Predominantly Black Institution (PBI),Asian American or Native American Pacific Islander-Serving Institution (AANAPISI),Native American Non-Tribal Institution (NANTI),Historically Black College or University (HBCU),Tribal College or University (TCU),Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,LATITUDE,LONGITUDE
136400,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6842.2,9211.0,15129.0,9211.0,2517.2,5.82,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.28,-82.65,3.0,Pasco-Hernando State College,New Port Richey,FL,"Public, 4-year or above",,.,Pasco County,34654-5199,South,Bachelor's degree,Bachelor's degree,"5,000 - 9,999",136400,New Port Richey,Public Four-Year,1,5305.0,4637.0,5072.0,42.0,34.0,1.0,,,,,12.0,1866.0,5596.0,57.0,2962.0,3,3945.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,35003.0,33899.0,28,-83
136473,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6566.2,8530.0,13236.0,8530.0,2241.2,5.18,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.48,-87.2,3.0,Pensacola State College,Pensacola,FL,"Public, 4-year or above",,.,Escambia County,32504-8998,South,Bachelor's degree,Bachelor's degree,"5,000 - 9,999",136473,Pensacola,Public Four-Year,1,3464.0,3351.0,3518.0,49.0,30.0,2.0,,,,,9.0,2102.0,6027.0,68.0,3174.0,3,4172.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,33635.0,32285.0,30,-87
136491,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13013.0,,,,8688.0,20.1,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.91,-82.72,3.0,Pinellas Technical College-Clearwater,Clearwater,FL,"Public, less-than 2-year",,,Pinellas County,33760-2140,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",136491,Clearwater,Public Two-Year,7,19766.0,7939.0,11012.0,54.0,,,,,,62.0,19.0,2240.0,3053.0,67.0,516.0,1,6426.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,32777.0,24813.0,28,-83
136516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8986.0,9874.0,15811.0,9874.0,4661.0,10.775,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.03,-81.71,3.0,Polk State College,Winter Haven,FL,"Public, 4-year or above",HSI,.,Polk County,33881-4299,South,Bachelor's degree,Bachelor's degree,"5,000 - 9,999",136516,Winter Haven,Public Four-Year,1,8227.0,8573.0,9483.0,43.0,28.0,2.0,,,,67.0,7.0,2152.0,5400.0,54.0,3148.0,3,4102.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,36410.0,36658.0,28,-82
136659,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6459.333333333333,,,,2134.3333333333335,4.933333333333333,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,30.649999999999995,-87.09999999999998,3.0,Radford M Locklin Technical College,Milton,FL,"Public, 2-year",,,Santa Rosa County,32570-8188,South,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",136659,Milton,Public Two-Year,4,3333.0,7101.0,10251.0,37.0,,,,,,32.0,16.0,1959.0,4184.0,79.0,168.0,1,5382.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,,31,-87
136701,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,26.52,-80.13,3.0,Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,"Private not-for-profit, 4-year or above",,,Palm Beach County,33436-4899,South,Master's degree,Master's degree,"Under 1,000",136701,Boynton Beach,Private Not-For-Profit Four-Year,2,,,,,,,,,,,,,,,,1,19367.0,19367.0,274432.0,,0.0,0.0,0.0,0.0,0.0,,,,27,-80
136765,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22547.0,13962.0,18282.0,13962.0,18222.0,42.1,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.08,-81.65,3.0,Ridge Technical College,Winter Haven,FL,"Public, less-than 2-year",,.,Polk County,33881-9518,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",136765,Winter Haven,Public Two-Year,7,16194.0,16030.0,17069.0,89.0,,,,,,15.0,84.0,750.0,4749.0,89.0,287.0,1,6291.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,28270.0,31511.0,28,-82
136774,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54693.4,74689.0,74689.0,74689.0,50368.4,116.48000000000002,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.360000000000003,-82.55,3.0,Ringling College of Art and Design,Sarasota,FL,"Private not-for-profit, 4-year or above",,81209,Sarasota County,34234-5895,South,Bachelor's degree,Bachelor's degree,"1,000 - 4,999",136774,Sarasota,Private Not-For-Profit Four-Year,2,51318.0,53496.0,52384.0,21.0,58.0,0.0,80.0,71.0,78.0,83.0,24.0,12655.0,15756.0,97.0,1635.0,2,19413.0,19413.0,42570.0,,0.0,0.0,0.0,0.0,0.0,47921.5,44999.0,34727.0,27,-83
136826,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13297.333333333334,,,,8972.333333333334,20.733333333333334,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,25.600000000000005,-80.39,3.0,Robert Morgan Educational Center and Technical College,Miami,FL,"Public, 2-year",,,Miami-Dade County,33177-2427,South,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",136826,Miami,Public Two-Year,4,12359.0,13220.0,12147.0,67.0,,,,,,66.0,20.0,282.0,3137.0,67.0,232.0,1,10391.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,35233.0,31583.0,26,-80
136950,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31437.6,72140.0,72140.0,72140.0,27112.6,62.67999999999999,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.589999999999996,-81.35,3.0,Rollins College,Winter Park,FL,"Private not-for-profit, 4-year or above",,78260,Orange County,32789-4499,South,Doctor's degree - research/scholarship,Doctor's degree,"1,000 - 4,999",136950,Winter Park,Private Not-For-Profit Four-Year,2,30229.0,33216.0,35661.0,25.0,69.0,1.0,71.0,63.0,70.0,83.0,22.0,31076.0,38351.0,96.0,2427.0,2,10610.0,10610.0,134544.0,,0.0,0.0,0.0,0.0,0.0,47921.5,55244.0,49079.0,29,-81
137023,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9520.0,,,,5195.0,12.033333333333333,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,29.92,-81.35,3.0,First Coast Technical College,Saint Augustine,FL,"Public, less-than 2-year",,,St. Johns County,32084-1919,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",137023,Saint Augustine,Public Two-Year,7,19231.0,18507.0,13294.0,40.0,,,,,,81.0,79.0,,3993.0,57.0,373.0,1,8059.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,24451.0,25502.0,30,-81
137032,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18986.0,43729.0,43729.0,43729.0,14661.0,33.9,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.339999999999996,-82.26,3.0,Saint Leo University,Saint Leo,FL,"Private not-for-profit, 4-year or above",,49748,Pasco County,33574-6665,South,Doctor's degree - research/scholarship,Doctor's degree,"10,000 - 19,999",137032,Saint Leo,Private Not-For-Profit Four-Year,2,18336.0,19818.0,19843.0,51.0,30.0,0.0,44.0,35.0,43.0,57.0,12.0,14901.0,20736.0,100.0,4940.0,3,4968.0,4968.0,10504.0,,0.0,0.0,0.0,0.0,0.0,47921.5,44863.0,47139.0,28,-82
137078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0,12452.0,16855.0,12452.0,-907.0,-2.0800000000000005,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.77,-82.64,3.0,St Petersburg College,St. Petersburg,FL,"Public, 4-year or above",,.,Pinellas County,33701,South,Bachelor's degree,Bachelor's degree,"20,000 and above",137078,St. Petersburg,Public Four-Year,1,2477.0,2702.0,3315.0,48.0,40.0,2.0,,,,,7.0,2330.0,9016.0,67.0,7226.0,5,4607.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,36788.0,40197.0,28,-83
137087,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17886.0,,,,13561.0,31.4,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.76,-82.68,3.0,Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,"Public, 2-year",,,Pinellas County,33711-2209,South,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",137087,Saint Petersburg,Public Two-Year,4,3353.0,11107.0,11366.0,47.0,,,,,,63.0,24.0,1300.0,3453.0,63.0,606.0,1,8345.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,39759.0,37738.0,28,-83
137096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11973.8,8585.0,13002.0,8585.0,7648.8,17.68,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,29.68,-82.43,3.0,Santa Fe College,Gainesville,FL,"Public, 4-year or above",,.,Alachua County,32606-6210,South,Bachelor's degree,Bachelor's degree,"10,000 - 19,999",137096,Gainesville,Public Four-Year,1,11341.0,11195.0,11764.0,35.0,55.0,2.0,,,,,12.0,2157.0,2713.0,64.0,5347.0,4,4567.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,40673.0,39293.0,30,-82
137120,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17195.0,,,,12870.0,29.733333333333334,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,27.290000000000003,-82.5,3.0,Suncoast Technical College,Sarasota,FL,"Public, 2-year",,,Sarasota County,34233-1798,South,Non-degree granting,"At least 2, but less than 4 academic yrs","1,000 - 4,999",137120,Sarasota,Public Two-Year,4,8838.0,12163.0,10407.0,14.0,,,,,,37.0,23.0,508.0,3497.0,28.0,866.0,2,8589.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,39363.0,27,-83
137209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5279.0,13283.0,18763.0,13283.0,954.0,2.2199999999999998,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.75,-81.31,3.0,Seminole State College of Florida,Sanford,FL,"Public, 4-year or above",HSI,.,Seminole County,32773-6199,South,Bachelor's degree,Bachelor's degree,"10,000 - 19,999",137209,Sanford,Public Four-Year,1,3481.0,7861.0,8022.0,46.0,43.0,2.0,,,,,10.0,1297.0,5910.0,62.0,4850.0,4,3503.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,38603.0,38454.0,29,-81
137245,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8990.5,,,,4665.5,10.8,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,26.03,-80.2,3.0,Sheridan Technical College,Hollywood,FL,"Public, 2-year",,,Broward County,33021,South,Non-degree granting,"At least 2, but less than 4 academic yrs","1,000 - 4,999",137245,Hollywood,Public Two-Year,4,5077.0,1473.0,2312.0,26.0,,,,,,70.0,41.0,1206.0,3103.0,63.0,1492.0,2,6128.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,32124.0,32669.0,26,-80
137272,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13333.0,13333.0,13333.0,,,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,25.74,-80.34,3.0,St. John Vianney College Seminary,Miami,FL,"Private not-for-profit, 4-year or above",,40000,Miami-Dade County,33165-3244,South,Master's degree,Master's degree,"Under 1,000",137272,Miami,Private Not-For-Profit Four-Year,2,,,,0.0,100.0,0.0,100.0,100.0,100.0,45.0,30.0,,,0.0,37.0,1,18059.0,18059.0,151551.0,,0.0,0.0,0.0,0.0,0.0,47921.5,,,26,-80
137281,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5481.333333333333,9863.0,14877.0,9863.0,1156.3333333333333,2.7000000000000006,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,29.649999999999995,-81.68,3.0,Saint Johns River State College,Palatka,FL,"Public, 4-year or above",,.,Putnam County,32177,South,Bachelor's degree,Bachelor's degree,"5,000 - 9,999",137281,Palatka,Public Four-Year,1,6250.0,5266.0,5965.0,34.0,45.0,1.0,,,,,8.0,1796.0,5316.0,54.0,1681.0,3,4139.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,36754.0,35830.0,30,-82
137315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5037.2,7472.0,13268.0,7472.0,712.2,1.6600000000000001,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.57,-81.51,3.0,South Florida State College,Avon Park,FL,"Public, 4-year or above",HSI,.,Highlands County,33825-9356,South,Bachelor's degree,Bachelor's degree,"1,000 - 4,999",137315,Avon Park,Public Four-Year,1,3958.0,4228.0,4531.0,63.0,46.0,2.0,,,,,12.0,1057.0,5715.0,78.0,1044.0,2,6828.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,35489.0,35814.0,28,-82
137351,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11108.6,20618.0,31532.0,20618.0,6783.6,15.7,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.059999999999995,-82.41,3.0,University of South Florida,Tampa,FL,"Public, 4-year or above",,25625,Hillsborough County,33620-9951,South,Doctor's degree - research/scholarship and professional practice,Doctor's degree,"20,000 and above",137351,Tampa,Public Four-Year,1,11419.0,10004.0,9787.0,29.0,72.0,0.0,75.0,59.0,72.0,90.0,16.0,3166.0,9965.0,98.0,29197.0,5,10045.0,,,,0.0,0.0,0.0,0.0,0.0,47921.5,50347.0,50135.0,28,-82
137476,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25463.6,50514.0,50514.0,50514.0,21138.6,48.9,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,25.920000000000005,-80.25,3.0,St. Thomas University,Miami Gardens,FL,"Private not-for-profit, 4-year or above",HSI,52727,Miami-Dade County,33054-6459,South,Doctor's degree - research/scholarship and professional practice,Doctor's degree,"5,000 - 9,999",137476,Miami Gardens,Private Not-For-Profit Four-Year,2,28550.0,24436.0,20172.0,61.0,38.0,1.0,41.0,34.0,41.0,56.0,15.0,15757.0,22021.0,99.0,1614.0,3,5637.0,5637.0,10709.0,,0.0,0.0,0.0,0.0,0.0,47921.5,48103.0,54214.0,26,-80
137546,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21947.6,69039.0,69039.0,69039.0,17622.6,40.739999999999995,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,29.04,-81.3,3.0,Stetson University,DeLand,FL,"Private not-for-profit, 4-year or above",,74149,Volusia County,32723,South,Doctor's degree -  professional practice,Doctor's degree,"1,000 - 4,999",137546,DeLand,Private Not-For-Profit Four-Year,2,20278.0,23864.0,23761.0,41.0,60.0,0.0,63.0,58.0,63.0,72.0,22.0,34417.0,42590.0,100.0,2781.0,2,10945.0,10945.0,82597.0,,0.0,0.0,0.0,0.0,0.0,47921.5,46582.0,44715.0,29,-81
137564,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29915.2,47779.0,47779.0,47779.0,25590.2,59.160000000000004,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.03,-81.92,3.0,Southeastern University,Lakeland,FL,"Private not-for-profit, 4-year or above",,52152,Polk County,33801-6034,South,Doctor's degree - research/scholarship and professional practice,Doctor's degree,"10,000 - 19,999",137564,Lakeland,Private Not-For-Profit Four-Year,2,27536.0,25987.0,25025.0,41.0,31.0,0.0,47.0,34.0,45.0,70.0,14.0,9781.0,13633.0,95.0,4589.0,3,3896.0,3896.0,1520.0,,0.0,0.0,0.0,0.0,0.0,47921.5,40000.0,42208.0,28,-82
137591,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23001.75,,,,18676.75,43.2,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.26,-82.73,3.0,Bene's Career Academy,New Port Richey,FL,"Private for-profit, less-than 2-year",,,Pasco County,34652,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",137591,New Port Richey,Private For-Profit,9,21646.0,20965.0,21795.0,67.0,,,,,,65.0,32.0,,3807.0,67.0,259.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,22398.0,19247.0,28,-83
137713,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8836.0,,,,4511.0,10.4,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.28,-82.99,3.0,Riveroak Technical College,Live Oak,FL,"Public, 2-year",,,Suwannee County,32064,South,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",137713,Live Oak,Public Two-Year,4,9930.0,10968.0,14360.0,76.0,,,,,,46.0,57.0,538.0,3026.0,82.0,118.0,1,9402.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,24330.0,30,-83
137759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9165.0,6851.0,10875.0,6851.0,4840.0,11.18,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.440000000000005,-84.34,3.0,Tallahassee Community College,Tallahassee,FL,"Public, 4-year or above",HSI,.,Leon County,32304-2895,South,Bachelor's degree,Bachelor's degree,"10,000 - 19,999",137759,Tallahassee,Public Four-Year,1,3886.0,4143.0,3686.0,41.0,32.0,2.0,,,,,21.0,1447.0,5705.0,64.0,6278.0,4,5257.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,36392.0,32716.0,30,-84
137777,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23329.0,31667.0,31667.0,31667.0,19004.0,43.96666666666666,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,25.81,-80.14,3.0,Talmudic College of Florida,Miami Beach,FL,"Private not-for-profit, 4-year or above",,33000,Miami-Dade County,33140-3854,South,Master's degree,Master's degree,"Under 1,000",137777,Miami Beach,Private Not-For-Profit Four-Year,2,15545.0,13116.0,14461.0,25.0,67.0,0.0,63.0,11.0,11.0,88.0,33.0,8048.0,11105.0,100.0,30.0,1,44052.0,44052.0,,,0.0,0.0,0.0,0.0,0.0,47921.5,,,26,-80
137801,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.0,-82.5,3.0,Altierus Career College-Tampa,Tampa,FL,"Private not-for-profit, less-than 2-year",,,Hillsborough County,33614-5801,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",137801,Tampa,Other,5,21776.0,22778.0,21938.0,75.0,99.0,0.0,,,,74.0,22.0,4324.0,5720.0,95.0,487.0,1,3304.0,3304.0,,,0.0,0.0,0.0,0.0,0.0,27937.0,25782.0,24482.0,28,-82
137847,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33070.4,50193.0,50193.0,50193.0,28745.4,66.46000000000001,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.95,-82.46,3.0,The University of Tampa,Tampa,FL,"Private not-for-profit, 4-year or above",,51730,Hillsborough County,33606-1490,South,Doctor's degree -  professional practice,Doctor's degree,"10,000 - 19,999",137847,Tampa,Private Not-For-Profit Four-Year,2,34720.0,33020.0,31278.0,16.0,51.0,0.0,62.0,52.0,61.0,83.0,31.0,12030.0,13448.0,98.0,9509.0,4,7338.0,7338.0,5927.0,,0.0,0.0,0.0,0.0,0.0,47921.5,54738.0,59130.0,28,-82
137856,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.5,,,,8433.5,19.5,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.08,-83.57,3.0,Big Bend Technical College,Perry,FL,"Public, less-than 2-year",,,Taylor County,32348,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",137856,Perry,Public Two-Year,7,10294.0,9129.0,,55.0,,,,,,91.0,37.0,1212.0,4481.0,98.0,89.0,1,5867.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,17419.0,30,-84
137865,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,,,,740.0,1.75,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.2,-85.65,3.0,Tom P. Haney Technical College,Panama City,FL,"Public, less-than 2-year",,,Bay County,32405,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",137865,Panama City,Public Two-Year,7,7615.0,4642.0,9024.0,54.0,,,,,,56.0,33.0,,5320.0,66.0,312.0,1,5841.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,24877.0,23193.0,30,-86
137953,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19100.0,26673.0,26673.0,26673.0,14775.0,34.160000000000004,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.309999999999995,-81.8,3.0,Trinity Baptist College,Jacksonville,FL,"Private not-for-profit, 4-year or above",,27473,Duval County,32221,South,Master's degree,Master's degree,"Under 1,000",137953,Jacksonville,Private Not-For-Profit Four-Year,2,17098.0,15622.0,15745.0,57.0,33.0,2.0,20.0,9.0,18.0,54.0,21.0,2696.0,6653.0,100.0,276.0,1,2217.0,2217.0,333.0,,0.0,0.0,0.0,0.0,0.0,47921.5,30687.0,,30,-82
137962,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22050.0,24808.0,24808.0,24808.0,17725.0,40.980000000000004,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.190000000000005,-82.68,3.0,Trinity College of Florida,Trinity,FL,"Private not-for-profit, 4-year or above",,27750,Pasco County,34655-4401,South,Bachelor's degree,Bachelor's degree,"Under 1,000",137962,Trinity,Private Not-For-Profit Four-Year,2,14857.0,15976.0,15894.0,56.0,8.0,0.0,31.0,31.0,31.0,53.0,17.0,3442.0,8227.0,100.0,161.0,1,5264.0,5264.0,5097.0,,0.0,0.0,0.0,0.0,0.0,47921.5,32655.0,39415.0,28,-83
138187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11839.6,7864.0,12470.0,7864.0,7514.6,17.380000000000003,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,28.52,-81.47,3.0,Valencia College,Orlando,FL,"Public, 4-year or above",HSI,.,Orange County,32835,South,Bachelor's degree,Bachelor's degree,"20,000 and above",138187,Orlando,Public Four-Year,1,14053.0,4901.0,4484.0,58.0,46.0,2.0,,,,,10.0,1160.0,6472.0,68.0,14581.0,5,3332.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,37967.0,38200.0,29,-81
138275,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22026.0,40543.0,40543.0,40543.0,17701.0,40.94,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.829999999999995,-81.6,3.0,Warner University,Lake Wales,FL,"Private not-for-profit, 4-year or above",,42970,Polk County,33859-8797,South,Master's degree,Master's degree,"Under 1,000",138275,Lake Wales,Private Not-For-Profit Four-Year,2,19143.0,18552.0,16572.0,63.0,41.0,0.0,31.0,25.0,30.0,46.0,29.0,9743.0,16648.0,99.0,710.0,1,3768.0,3768.0,8155.0,,0.0,0.0,0.0,0.0,0.0,47921.5,39134.0,43592.0,28,-82
138284,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9063.0,,,,4738.0,11.0,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,30.77,-85.55,3.0,Florida Panhandle Technical College,Chipley,FL,"Public, less-than 2-year",,,Washington County,32428-1618,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",138284,Chipley,Public Two-Year,7,2079.0,5828.0,10521.0,37.0,,,,,,81.0,66.0,197.0,2508.0,54.0,261.0,1,8217.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,28485.0,30245.0,31,-86
138293,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30614.0,46827.0,46827.0,46827.0,26289.0,60.760000000000005,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,27.839999999999996,-81.53,3.0,Webber International University,Babson Park,FL,"Private not-for-profit, 4-year or above",,52008,Polk County,33827-0096,South,Master's degree,Master's degree,"1,000 - 4,999",138293,Babson Park,Private Not-For-Profit Four-Year,2,26710.0,27398.0,25486.0,56.0,39.0,0.0,20.0,20.0,20.0,51.0,30.0,11649.0,17321.0,98.0,747.0,1,3230.0,3230.0,9115.0,,0.0,0.0,0.0,0.0,0.0,47921.5,42614.0,41167.0,28,-82
